SH, 11, 2018030600, 03, CP12, 048, 299S,  572E,  45,  977, XX,  34, NEQ, 0278, 0280, 0192, 0297
SH, 11, 2018030600, 03, CP12, 054, 305S,  584E,  44,  975, XX,  34, NEQ, 0275, 0255, 0225, 0268
SH, 11, 2018030600, 03, CP12, 060, 320S,  595E,  43,  973, XX,  34, NEQ, 0260, 0255, 0180, 0260
SH, 11, 2018030600, 03, CP12, 066, 337S,  604E,  50,  973, XX,  34, NEQ, 0260, 0436, 0000, 0250
SH, 11, 2018030600, 03, CP12, 072, 366S,  607E,  53,  968, XX,  34, NEQ, 0260, 0340, 0000, 0255
SH, 11, 2018030600, 03, CP12, 072, 366S,  607E,  53,  968, XX,  50, NEQ, 0231, 0208, 0000, 0000
SH, 11, 2018030600, 03, CP12, 078, 393S,  607E,  53,  961, XX,  34, NEQ, 0534, 0438, 0181, 0261
SH, 11, 2018030600, 03, CP12, 078, 393S,  607E,  53,  961, XX,  50, NEQ, 0293, 0250, 0000, 0000
SH, 11, 2018030600, 03, CP12, 084, 416S,  613E,  45,  960, XX,  34, NEQ, 0280, 0483, 0203, 0243
SH, 11, 2018030600, 03, CP12, 090, 444S,  636E,  52,  960, XX,  34, NEQ, 0442, 0255, 0000, 0277
SH, 11, 2018030600, 03, CP12, 090, 444S,  636E,  52,  960, XX,  50, NEQ, 0166, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP12, 096, 482S,  656E,  48,  960, XX,  34, NEQ, 0559, 0313, 0000, 0330
SH, 11, 2018030600, 03, CP12, 102, 518S,  686E,  44,  960, XX,  34, NEQ, 0564, 0248, 0000, 0303
SH, 11, 2018030600, 03, CP12, 108, 548S,  720E,  45,  958, XX,  34, NEQ, 0560, 0250, 0000, 0260
SH, 11, 2018030600, 03, CP12, 114, 571S,  769E,  44,  956, XX,  34, NEQ, 0280, 0265, 0000, 0402
SH, 11, 2018030600, 03, CP12, 120, 583S,  829E,  45,  958, XX,  34, NEQ, 0562, 0224, 0173, 0361
SH, 11, 2018030600, 03, CP12, 126, 599S,  912E,  40,  961, XX,  34, NEQ, 0560, 0000, 0000, 0480
SH, 11, 2018030600, 03, CP12, 132, 603S, 1004E,  42,  963, XX,  34, NEQ, 0340, 0000, 0000, 0504
SH, 11, 2018030600, 03, CP12, 138, 608S, 1096E,  34,  966, XX,  34, NEQ, 0561, 0000, 0000, 0390
SH, 11, 2018030600, 03, CP12, 144, 612S, 1207E,  28,  972, XX,  34, NEQ, 0260, 0000, 0000, 0565
SH, 11, 2018030600, 03, CP12, 150, 609S, 1315E,  22,  978, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP13, 000, 234S,  523E,  50,  982, XX,  34, NEQ, 0166, 0261, 0222, 0149
SH, 11, 2018030600, 03, CP13, 000, 234S,  523E,  50,  982, XX,  50, NEQ, 0000, 0000, 0104, 0000
SH, 11, 2018030600, 03, CP13, 006, 241S,  529E,  47,  980, XX,  34, NEQ, 0202, 0257, 0187, 0184
SH, 11, 2018030600, 03, CP13, 012, 248S,  532E,  45,  980, XX,  34, NEQ, 0200, 0321, 0198, 0220
SH, 11, 2018030600, 03, CP13, 018, 251S,  538E,  46,  981, XX,  34, NEQ, 0219, 0259, 0208, 0206
SH, 11, 2018030600, 03, CP13, 024, 257S,  541E,  46,  979, XX,  34, NEQ, 0241, 0256, 0200, 0200
SH, 11, 2018030600, 03, CP13, 030, 266S,  546E,  44,  978, XX,  34, NEQ, 0255, 0276, 0224, 0222
SH, 11, 2018030600, 03, CP13, 036, 277S,  548E,  48,  973, XX,  34, NEQ, 0250, 0311, 0204, 0270
SH, 11, 2018030600, 03, CP13, 042, 279S,  548E,  52,  972, XX,  34, NEQ, 0234, 0255, 0222, 0251
SH, 11, 2018030600, 03, CP13, 042, 279S,  548E,  52,  972, XX,  50, NEQ, 0000, 0000, 0136, 0000
SH, 11, 2018030600, 03, CP13, 048, 280S,  551E,  45,  973, XX,  34, NEQ, 0204, 0285, 0246, 0262
SH, 11, 2018030600, 03, CP13, 054, 278S,  553E,  42,  975, XX,  34, NEQ, 0193, 0000, 0260, 0259
SH, 11, 2018030600, 03, CP13, 060, 274S,  561E,  38,  977, XX,  34, NEQ, 0151, 0000, 0000, 0262
SH, 11, 2018030600, 03, CP13, 066, 275S,  567E,  36,  980, XX,  34, NEQ, 0180, 0138, 0000, 0000
SH, 11, 2018030600, 03, CP13, 072, 280S,  576E,  38,  980, XX,  34, NEQ, 0193, 0184, 0000, 0000
SH, 11, 2018030600, 03, CP13, 078, 290S,  581E,  40,  980, XX,  34, NEQ, 0229, 0260, 0000, 0000
SH, 11, 2018030600, 03, CP13, 084, 297S,  588E,  41,  982, XX,  34, NEQ, 0246, 0259, 0000, 0000
SH, 11, 2018030600, 03, CP13, 090, 309S,  595E,  43,  985, XX,  34, NEQ, 0220, 0239, 0000, 0000
SH, 11, 2018030600, 03, CP13, 096, 324S,  603E,  47,  980, XX,  34, NEQ, 0255, 0164, 0162, 0000
SH, 11, 2018030600, 03, CP13, 102, 337S,  608E,  48,  976, XX,  34, NEQ, 0268, 0214, 0078, 0000
SH, 11, 2018030600, 03, CP13, 108, 352S,  618E,  44,  980, XX,  34, NEQ, 0206, 0193, 0000, 0000
SH, 11, 2018030600, 03, CP13, 114, 372S,  629E,  40,  985, XX,  34, NEQ, 0241, 0155, 0140, 0160
SH, 11, 2018030600, 03, CP13, 120, 401S,  648E,  41,  988, XX,  34, NEQ, 0243, 0112, 0108, 0163
SH, 11, 2018030600, 03, CP13, 126, 420S,  671E,  39,  993, XX,  34, NEQ, 0255, 0133, 0095, 0156
SH, 11, 2018030600, 03, CP13, 132, 433S,  704E,  38,  997, XX,  34, NEQ, 0212, 0213, 0114, 0133
SH, 11, 2018030600, 03, CP13, 138, 451S,  745E,  39,  999, XX,  34, NEQ, 0245, 0257, 0000, 0000
SH, 11, 2018030600, 03, CP14, 000, 234S,  525E,  45,  984, XX,  34, NEQ, 0196, 0263, 0171, 0154
SH, 11, 2018030600, 03, CP14, 006, 241S,  531E,  45,  984, XX,  34, NEQ, 0270, 0243, 0187, 0000
SH, 11, 2018030600, 03, CP14, 012, 248S,  535E,  42,  984, XX,  34, NEQ, 0222, 0249, 0196, 0000
SH, 11, 2018030600, 03, CP14, 018, 252S,  542E,  46,  984, XX,  34, NEQ, 0202, 0269, 0200, 0192
SH, 11, 2018030600, 03, CP14, 024, 259S,  548E,  45,  983, XX,  34, NEQ, 0294, 0255, 0156, 0201
SH, 11, 2018030600, 03, CP14, 030, 270S,  557E,  39,  984, XX,  34, NEQ, 0333, 0223, 0186, 0247
SH, 11, 2018030600, 03, CP14, 036, 279S,  564E,  41,  982, XX,  34, NEQ, 0260, 0280, 0186, 0245
SH, 11, 2018030600, 03, CP14, 042, 288S,  571E,  45,  981, XX,  34, NEQ, 0365, 0320, 0198, 0212
SH, 11, 2018030600, 03, CP14, 048, 301S,  583E,  44,  978, XX,  34, NEQ, 0314, 0387, 0233, 0258
SH, 11, 2018030600, 03, CP14, 054, 307S,  592E,  46,  975, XX,  34, NEQ, 0284, 0260, 0263, 0233
SH, 11, 2018030600, 03, CP14, 060, 325S,  609E,  45,  973, XX,  34, NEQ, 0444, 0260, 0234, 0258
SH, 11, 2018030600, 03, CP14, 066, 341S,  623E,  52,  973, XX,  34, NEQ, 0366, 0417, 0303, 0259
SH, 11, 2018030600, 03, CP14, 066, 341S,  623E,  52,  973, XX,  50, NEQ, 0197, 0189, 0000, 0000
SH, 11, 2018030600, 03, CP14, 072, 369S,  627E,  55,  967, XX,  34, NEQ, 0260, 0326, 0251, 0321
SH, 11, 2018030600, 03, CP14, 072, 369S,  627E,  55,  967, XX,  50, NEQ, 0260, 0217, 0000, 0000
SH, 11, 2018030600, 03, CP14, 078, 389S,  631E,  49,  966, XX,  34, NEQ, 0260, 0309, 0251, 0310
SH, 11, 2018030600, 03, CP14, 078, 389S,  631E,  49,  966, XX,  50, NEQ, 0000, 0286, 0000, 0000
SH, 11, 2018030600, 03, CP14, 084, 402S,  646E,  42,  966, XX,  34, NEQ, 0260, 0440, 0251, 0323
SH, 11, 2018030600, 03, CP14, 090, 423S,  674E,  45,  969, XX,  34, NEQ, 0415, 0391, 0000, 0283
SH, 11, 2018030600, 03, CP14, 096, 459S,  694E,  42,  970, XX,  34, NEQ, 0390, 0337, 0000, 0255
SH, 11, 2018030600, 03, CP14, 102, 500S,  711E,  41,  963, XX,  34, NEQ, 0340, 0273, 0000, 0256
SH, 11, 2018030600, 03, CP14, 108, 537S,  719E,  36,  956, XX,  34, NEQ, 0416, 0250, 0000, 0565
SH, 11, 2018030600, 03, CP14, 114, 550S,  722E,  41,  949, XX,  34, NEQ, 0517, 0267, 0000, 0286
SH, 11, 2018030600, 03, CP14, 120, 551S,  739E,  44,  945, XX,  34, NEQ, 0260, 0243, 0115, 0285
SH, 11, 2018030600, 03, CP14, 126, 556S,  796E,  48,  950, XX,  34, NEQ, 0472, 0218, 0254, 0555
SH, 11, 2018030600, 03, CP14, 132, 576S,  860E,  46,  953, XX,  34, NEQ, 0260, 0000, 0254, 0258
SH, 11, 2018030600, 03, CP14, 138, 598S,  920E,  36,  956, XX,  34, NEQ, 0260, 0000, 0000, 0246
SH, 11, 2018030600, 03, CP14, 144, 619S,  989E,  35,  958, XX,  34, NEQ, 0311, 0125, 0128, 0243
SH, 11, 2018030600, 03, CP14, 150, 634S, 1049E,  40,  959, XX,  34, NEQ, 0281, 0239, 0139, 0279
SH, 11, 2018030600, 03, CP14, 156, 642S, 1090E,  41,  961, XX,  34, NEQ, 0267, 0251, 0000, 0254
SH, 11, 2018030600, 03, CP14, 162, 652S, 1124E,  40,  962, XX,  34, NEQ, 0260, 0266, 0061, 0000
SH, 11, 2018030600, 03, CP14, 168, 655S, 1153E,  39,  964, XX,  34, NEQ, 0000, 0221, 0000, 0000
SH, 11, 2018030600, 03, CP14, 174, 654S, 1180E,  36,  968, XX,  34, NEQ, 0000, 0133, 0000, 0000
SH, 11, 2018030600, 03, CP14, 180, 652S, 1218E,  31,  972, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP14, 186, 649S, 1246E,  30,  975, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP14, 192, 644S, 1266E,  31,  978, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP14, 198, 641S, 1275E,  32,  974, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP14, 204, 634S, 1260E,  25,  970, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP14, 210, 622S, 1271E,  22,  968, XX,  34, NEQ, 0000, 0000, 0000, 0566
SH, 11, 2018030600, 03, CP14, 216, 617S, 1308E,  21,  966, XX,  34, NEQ, 0000, 0000, 0000, 0442
SH, 11, 2018030600, 03, CP14, 222, 615S, 1329E,  30,  965, XX,  34, NEQ, 0000, 0000, 0000, 0418
SH, 11, 2018030600, 03, CP14, 228, 612S, 1344E,  34,  966, XX,  34, NEQ, 0000, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP14, 234, 611S, 1365E,  31,  968, XX,  34, NEQ, 0000, 0238, 0358, 0000
SH, 11, 2018030600, 03, CP14, 240, 611S, 1380E,  25,  970, XX,  34, NEQ, 0000, 0246, 0410, 0000
SH, 11, 2018030600, 03, CP15, 000, 239S,  525E,  45,  986, XX,  34, NEQ, 0248, 0279, 0191, 0174
SH, 11, 2018030600, 03, CP15, 006, 244S,  531E,  45,  984, XX,  34, NEQ, 0233, 0287, 0165, 0172
SH, 11, 2018030600, 03, CP15, 012, 255S,  541E,  46,  982, XX,  34, NEQ, 0215, 0232, 0168, 0210
SH, 11, 2018030600, 03, CP15, 018, 263S,  547E,  50,  980, XX,  34, NEQ, 0248, 0252, 0174, 0168
SH, 11, 2018030600, 03, CP15, 024, 268S,  551E,  51,  978, XX,  34, NEQ, 0273, 0323, 0250, 0192
SH, 11, 2018030600, 03, CP15, 024, 268S,  551E,  51,  978, XX,  50, NEQ, 0000, 0141, 0130, 0000
SH, 11, 2018030600, 03, CP15, 030, 278S,  554E,  46,  980, XX,  34, NEQ, 0221, 0283, 0192, 0215
SH, 11, 2018030600, 03, CP15, 036, 294S,  558E,  61,  973, XX,  34, NEQ, 0290, 0285, 0173, 0271
SH, 11, 2018030600, 03, CP15, 036, 294S,  558E,  61,  973, XX,  50, NEQ, 0000, 0000, 0116, 0098
SH, 11, 2018030600, 03, CP15, 042, 298S,  559E,  63,  966, XX,  34, NEQ, 0243, 0440, 0202, 0201
SH, 11, 2018030600, 03, CP15, 042, 298S,  559E,  63,  966, XX,  50, NEQ, 0000, 0174, 0146, 0119
SH, 11, 2018030600, 03, CP15, 048, 294S,  566E,  48,  972, XX,  34, NEQ, 0210, 0250, 0238, 0226
SH, 11, 2018030600, 03, CP15, 054, 300S,  581E,  42,  977, XX,  34, NEQ, 0208, 0153, 0285, 0246
SH, 11, 2018030600, 03, CP15, 060, 311S,  592E,  39,  978, XX,  34, NEQ, 0259, 0524, 0000, 0000
SH, 11, 2018030600, 03, CP15, 066, 327S,  604E,  44,  981, XX,  34, NEQ, 0260, 0365, 0343, 0000
SH, 11, 2018030600, 03, CP15, 072, 353S,  614E,  44,  981, XX,  34, NEQ, 0287, 0248, 0000, 0000
SH, 11, 2018030600, 03, CP15, 078, 379S,  621E,  48,  978, XX,  34, NEQ, 0260, 0260, 0251, 0000
SH, 11, 2018030600, 03, CP15, 084, 409S,  627E,  43,  975, XX,  34, NEQ, 0312, 0310, 0196, 0136
SH, 11, 2018030600, 03, CP15, 090, 432S,  641E,  41,  975, XX,  34, NEQ, 0312, 0282, 0231, 0161
SH, 11, 2018030600, 03, CP15, 096, 463S,  658E,  41,  972, XX,  34, NEQ, 0553, 0310, 0000, 0270
SH, 11, 2018030600, 03, CP15, 102, 491S,  679E,  39,  969, XX,  34, NEQ, 0260, 0244, 0000, 0250
SH, 11, 2018030600, 03, CP15, 108, 520S,  723E,  43,  965, XX,  34, NEQ, 0260, 0250, 0000, 0275
SH, 11, 2018030600, 03, CP15, 114, 543S,  769E,  45,  963, XX,  34, NEQ, 0565, 0000, 0000, 0335
SH, 11, 2018030600, 03, CP15, 120, 560S,  835E,  42,  967, XX,  34, NEQ, 0565, 0000, 0000, 0258
SH, 11, 2018030600, 03, CP15, 126, 572S,  903E,  40,  970, XX,  34, NEQ, 0565, 0000, 0000, 0260
SH, 11, 2018030600, 03, CP16, 000, 237S,  525E,  40,  987, XX,  34, NEQ, 0140, 0191, 0166, 0000
SH, 11, 2018030600, 03, CP16, 006, 242S,  531E,  42,  986, XX,  34, NEQ, 0173, 0235, 0201, 0121
SH, 11, 2018030600, 03, CP16, 012, 250S,  538E,  43,  984, XX,  34, NEQ, 0201, 0221, 0190, 0172
SH, 11, 2018030600, 03, CP16, 018, 254S,  545E,  40,  985, XX,  34, NEQ, 0210, 0260, 0176, 0199
SH, 11, 2018030600, 03, CP16, 024, 261S,  554E,  39,  983, XX,  34, NEQ, 0285, 0257, 0186, 0212
SH, 11, 2018030600, 03, CP16, 030, 271S,  561E,  40,  982, XX,  34, NEQ, 0250, 0285, 0210, 0245
SH, 11, 2018030600, 03, CP16, 036, 282S,  569E,  41,  978, XX,  34, NEQ, 0260, 0250, 0179, 0258
SH, 11, 2018030600, 03, CP16, 042, 289S,  577E,  39,  978, XX,  34, NEQ, 0309, 0255, 0252, 0254
SH, 11, 2018030600, 03, CP16, 048, 309S,  576E,  47,  973, XX,  34, NEQ, 0470, 0260, 0196, 0219
SH, 11, 2018030600, 03, CP16, 054, 316S,  583E,  48,  970, XX,  34, NEQ, 0260, 0448, 0266, 0245
SH, 11, 2018030600, 03, CP16, 060, 328S,  598E,  49,  967, XX,  34, NEQ, 0333, 0382, 0268, 0260
SH, 11, 2018030600, 03, CP16, 066, 347S,  604E,  50,  968, XX,  34, NEQ, 0260, 0432, 0286, 0298
SH, 11, 2018030600, 03, CP16, 066, 347S,  604E,  50,  968, XX,  50, NEQ, 0208, 0184, 0000, 0000
SH, 11, 2018030600, 03, CP16, 072, 369S,  612E,  52,  967, XX,  34, NEQ, 0443, 0260, 0273, 0335
SH, 11, 2018030600, 03, CP16, 072, 369S,  612E,  52,  967, XX,  50, NEQ, 0000, 0239, 0000, 0000
SH, 11, 2018030600, 03, CP16, 078, 391S,  619E,  46,  968, XX,  34, NEQ, 0500, 0260, 0253, 0283
SH, 11, 2018030600, 03, CP16, 084, 416S,  620E,  42,  965, XX,  34, NEQ, 0255, 0453, 0186, 0255
SH, 11, 2018030600, 03, CP16, 090, 438S,  629E,  39,  964, XX,  34, NEQ, 0559, 0396, 0000, 0350
SH, 11, 2018030600, 03, CP16, 096, 464S,  639E,  45,  963, XX,  34, NEQ, 0556, 0383, 0000, 0294
SH, 11, 2018030600, 03, CP16, 102, 489S,  654E,  41,  961, XX,  34, NEQ, 0564, 0264, 0280, 0255
SH, 11, 2018030600, 03, CP16, 108, 513S,  678E,  45,  961, XX,  34, NEQ, 0562, 0235, 0310, 0285
SH, 11, 2018030600, 03, CP16, 114, 532S,  687E,  43,  965, XX,  34, NEQ, 0278, 0337, 0351, 0259
SH, 11, 2018030600, 03, CP16, 120, 537S,  688E,  43,  970, XX,  34, NEQ, 0000, 0224, 0241, 0282
SH, 11, 2018030600, 03, CP17, 000, 234S,  524E,  47,  984, XX,  34, NEQ, 0180, 0270, 0179, 0152
SH, 11, 2018030600, 03, CP17, 006, 241S,  530E,  47,  983, XX,  34, NEQ, 0230, 0243, 0195, 0164
SH, 11, 2018030600, 03, CP17, 012, 250S,  533E,  42,  984, XX,  34, NEQ, 0184, 0207, 0175, 0193
SH, 11, 2018030600, 03, CP17, 018, 255S,  536E,  40,  986, XX,  34, NEQ, 0175, 0238, 0145, 0094
SH, 11, 2018030600, 03, CP17, 024, 262S,  540E,  42,  983, XX,  34, NEQ, 0221, 0244, 0197, 0163
SH, 11, 2018030600, 03, CP17, 030, 270S,  544E,  42,  983, XX,  34, NEQ, 0145, 0258, 0194, 0193
SH, 11, 2018030600, 03, CP17, 036, 279S,  546E,  42,  981, XX,  34, NEQ, 0000, 0260, 0207, 0224
SH, 11, 2018030600, 03, CP17, 042, 285S,  546E,  47,  979, XX,  34, NEQ, 0248, 0245, 0230, 0191
SH, 11, 2018030600, 03, CP17, 048, 291S,  553E,  41,  976, XX,  34, NEQ, 0260, 0260, 0246, 0228
SH, 11, 2018030600, 03, CP17, 054, 306S,  556E,  46,  976, XX,  34, NEQ, 0249, 0550, 0267, 0260
SH, 11, 2018030600, 03, CP17, 060, 320S,  559E,  44,  971, XX,  34, NEQ, 0392, 0285, 0247, 0260
SH, 11, 2018030600, 03, CP17, 066, 331S,  562E,  48,  969, XX,  34, NEQ, 0260, 0310, 0313, 0255
SH, 11, 2018030600, 03, CP17, 066, 331S,  562E,  48,  969, XX,  50, NEQ, 0000, 0292, 0000, 0000
SH, 11, 2018030600, 03, CP17, 072, 346S,  570E,  43,  969, XX,  34, NEQ, 0275, 0285, 0268, 0294
SH, 11, 2018030600, 03, CP17, 078, 361S,  579E,  41,  969, XX,  34, NEQ, 0285, 0260, 0000, 0286
SH, 11, 2018030600, 03, CP17, 084, 381S,  596E,  44,  970, XX,  34, NEQ, 0335, 0405, 0000, 0000
SH, 11, 2018030600, 03, CP17, 090, 412S,  612E,  51,  971, XX,  34, NEQ, 0338, 0360, 0170, 0000
SH, 11, 2018030600, 03, CP17, 090, 412S,  612E,  51,  971, XX,  50, NEQ, 0230, 0177, 0000, 0000
SH, 11, 2018030600, 03, CP17, 096, 450S,  629E,  48,  970, XX,  34, NEQ, 0331, 0345, 0000, 0000
SH, 11, 2018030600, 03, CP17, 102, 495S,  638E,  44,  968, XX,  34, NEQ, 0260, 0257, 0000, 0000
SH, 11, 2018030600, 03, CP17, 108, 537S,  660E,  39,  964, XX,  34, NEQ, 0555, 0247, 0311, 0000
SH, 11, 2018030600, 03, CP17, 114, 559S,  657E,  40,  961, XX,  34, NEQ, 0260, 0215, 0259, 0560
SH, 11, 2018030600, 03, CP17, 120, 560S,  653E,  41,  961, XX,  34, NEQ, 0484, 0258, 0217, 0258
SH, 11, 2018030600, 03, CP17, 126, 553S,  668E,  42,  966, XX,  34, NEQ, 0408, 0260, 0149, 0416
SH, 11, 2018030600, 03, CP17, 132, 540S,  713E,  43,  976, XX,  34, NEQ, 0277, 0000, 0246, 0250
SH, 11, 2018030600, 03, CP17, 138, 532S,  781E,  39,  984, XX,  34, NEQ, 0241, 0000, 0240, 0240
SH, 11, 2018030600, 03, CP18, 000, 240S,  527E,  47,  987, XX,  34, NEQ, 0184, 0260, 0207, 0128
SH, 11, 2018030600, 03, CP18, 006, 247S,  528E,  44,  986, XX,  34, NEQ, 0252, 0267, 0171, 0172
SH, 11, 2018030600, 03, CP18, 012, 253S,  536E,  48,  982, XX,  34, NEQ, 0235, 0249, 0183, 0164
SH, 11, 2018030600, 03, CP18, 018, 259S,  546E,  46,  982, XX,  34, NEQ, 0276, 0279, 0193, 0225
SH, 11, 2018030600, 03, CP18, 024, 269S,  555E,  44,  980, XX,  34, NEQ, 0282, 0249, 0216, 0252
SH, 11, 2018030600, 03, CP18, 030, 281S,  563E,  45,  980, XX,  34, NEQ, 0285, 0255, 0190, 0258
SH, 11, 2018030600, 03, CP18, 036, 290S,  570E,  46,  975, XX,  34, NEQ, 0324, 0285, 0192, 0216
SH, 11, 2018030600, 03, CP18, 042, 304S,  575E,  45,  975, XX,  34, NEQ, 0450, 0250, 0191, 0246
SH, 11, 2018030600, 03, CP18, 048, 313S,  582E,  45,  973, XX,  34, NEQ, 0364, 0260, 0226, 0262
SH, 11, 2018030600, 03, CP18, 054, 322S,  593E,  45,  973, XX,  34, NEQ, 0323, 0395, 0230, 0285
SH, 11, 2018030600, 03, CP18, 060, 334S,  605E,  46,  973, XX,  34, NEQ, 0391, 0355, 0218, 0277
SH, 11, 2018030600, 03, CP18, 066, 352S,  618E,  54,  971, XX,  34, NEQ, 0335, 0287, 0266, 0272
SH, 11, 2018030600, 03, CP18, 066, 352S,  618E,  54,  971, XX,  50, NEQ, 0177, 0166, 0000, 0000
SH, 11, 2018030600, 03, CP18, 072, 378S,  617E,  53,  964, XX,  34, NEQ, 0482, 0260, 0197, 0318
SH, 11, 2018030600, 03, CP18, 072, 378S,  617E,  53,  964, XX,  50, NEQ, 0306, 0253, 0000, 0000
SH, 11, 2018030600, 03, CP18, 078, 392S,  620E,  43,  965, XX,  34, NEQ, 0364, 0340, 0232, 0316
SH, 11, 2018030600, 03, CP18, 084, 407S,  643E,  46,  968, XX,  34, NEQ, 0310, 0422, 0260, 0251
SH, 11, 2018030600, 03, CP18, 090, 435S,  671E,  47,  971, XX,  34, NEQ, 0260, 0386, 0000, 0285
SH, 11, 2018030600, 03, CP18, 096, 478S,  692E,  47,  968, XX,  34, NEQ, 0260, 0281, 0000, 0000
SH, 11, 2018030600, 03, CP18, 102, 520S,  715E,  42,  963, XX,  34, NEQ, 0260, 0245, 0000, 0000
SH, 11, 2018030600, 03, CP18, 108, 548S,  752E,  41,  959, XX,  34, NEQ, 0560, 0236, 0000, 0255
SH, 11, 2018030600, 03, CP18, 114, 568S,  802E,  43,  957, XX,  34, NEQ, 0565, 0000, 0000, 0241
SH, 11, 2018030600, 03, CP18, 120, 585S,  871E,  48,  955, XX,  34, NEQ, 0565, 0256, 0000, 0303
SH, 11, 2018030600, 03, CP18, 120, 585S,  871E,  48,  955, XX,  50, NEQ, 0289, 0000, 0000, 0000
SH, 11, 2018030600, 03, CP18, 126, 599S,  955E,  44,  955, XX,  34, NEQ, 0565, 0181, 0196, 0385
SH, 11, 2018030600, 03, CP18, 126, 599S,  955E,  44,  955, XX,  50, NEQ, 0260, 0000, 0000, 0241
SH, 11, 2018030600, 03, CP18, 132, 602S, 1033E,  46,  960, XX,  34, NEQ, 0565, 0000, 0000, 0261
SH, 11, 2018030600, 03, CP18, 138, 607S, 1135E,  42,  961, XX,  34, NEQ, 0260, 0000, 0000, 0260
SH, 11, 2018030600, 03, CP18, 144, 608S, 1251E,  31,  961, XX,  34, NEQ, 0560, 0000, 0000, 0566
SH, 11, 2018030600, 03, CP19, 000, 238S,  522E,  43,  984, XX,  34, NEQ, 0218, 0252, 0200, 0169
SH, 11, 2018030600, 03, CP19, 006, 249S,  520E,  48,  983, XX,  34, NEQ, 0219, 0277, 0189, 0184
SH, 11, 2018030600, 03, CP19, 012, 250S,  523E,  55,  979, XX,  34, NEQ, 0233, 0239, 0186, 0180
SH, 11, 2018030600, 03, CP19, 012, 250S,  523E,  55,  979, XX,  50, NEQ, 0000, 0000, 0088, 0113
SH, 11, 2018030600, 03, CP19, 018, 252S,  539E,  48,  979, XX,  34, NEQ, 0218, 0255, 0204, 0169
SH, 11, 2018030600, 03, CP19, 024, 263S,  550E,  46,  980, XX,  34, NEQ, 0226, 0250, 0188, 0212
SH, 11, 2018030600, 03, CP19, 030, 273S,  557E,  45,  980, XX,  34, NEQ, 0261, 0250, 0246, 0262
SH, 11, 2018030600, 03, CP19, 036, 279S,  563E,  45,  978, XX,  34, NEQ, 0252, 0284, 0227, 0244
SH, 11, 2018030600, 03, CP19, 042, 283S,  575E,  50,  979, XX,  34, NEQ, 0259, 0255, 0257, 0258
SH, 11, 2018030600, 03, CP19, 042, 283S,  575E,  50,  979, XX,  50, NEQ, 0000, 0180, 0164, 0000
SH, 11, 2018030600, 03, CP19, 048, 292S,  586E,  47,  975, XX,  34, NEQ, 0285, 0260, 0230, 0254
SH, 11, 2018030600, 03, CP19, 054, 300S,  591E,  51,  973, XX,  34, NEQ, 0259, 0280, 0252, 0245
SH, 11, 2018030600, 03, CP19, 054, 300S,  591E,  51,  973, XX,  50, NEQ, 0000, 0000, 0137, 0000
SH, 11, 2018030600, 03, CP19, 060, 301S,  609E,  51,  970, XX,  34, NEQ, 0250, 0335, 0258, 0241
SH, 11, 2018030600, 03, CP19, 060, 301S,  609E,  51,  970, XX,  50, NEQ, 0000, 0000, 0182, 0101
SH, 11, 2018030600, 03, CP19, 066, 303S,  634E,  48,  968, XX,  34, NEQ, 0260, 0260, 0250, 0244
SH, 11, 2018030600, 03, CP19, 072, 328S,  652E,  53,  963, XX,  34, NEQ, 0522, 0458, 0375, 0272
SH, 11, 2018030600, 03, CP19, 072, 328S,  652E,  53,  963, XX,  50, NEQ, 0108, 0306, 0299, 0000
SH, 11, 2018030600, 03, CP19, 078, 353S,  653E,  56,  960, XX,  34, NEQ, 0260, 0260, 0260, 0300
SH, 11, 2018030600, 03, CP19, 078, 353S,  653E,  56,  960, XX,  50, NEQ, 0135, 0244, 0191, 0171
SH, 11, 2018030600, 03, CP19, 084, 369S,  650E,  50,  955, XX,  34, NEQ, 0310, 0340, 0265, 0312
SH, 11, 2018030600, 03, CP19, 084, 369S,  650E,  50,  955, XX,  50, NEQ, 0000, 0337, 0000, 0000
SH, 11, 2018030600, 03, CP19, 090, 381S,  675E,  54,  962, XX,  34, NEQ, 0335, 0546, 0318, 0261
SH, 11, 2018030600, 03, CP19, 090, 381S,  675E,  54,  962, XX,  50, NEQ, 0258, 0307, 0000, 0000
SH, 11, 2018030600, 03, CP19, 096, 403S,  698E,  47,  967, XX,  34, NEQ, 0340, 0487, 0223, 0339
SH, 11, 2018030600, 03, CP19, 102, 436S,  716E,  48,  967, XX,  34, NEQ, 0523, 0259, 0200, 0287
SH, 11, 2018030600, 03, CP19, 108, 473S,  734E,  47,  964, XX,  34, NEQ, 0280, 0436, 0000, 0332
